class,pos,lemma,deprels,SIP/NSIP,factuality_type,factuality_type_full
manage,VERB,choose,xcomp;purpcl,NSIP,implicative,NSIP_implicative
manage,VERB,commit,xcomp;purpcl;prep;prep_to,NSIP,implicative,NSIP_implicative
manage,VERB,complete,xcomp;purpcl;dobj,NSIP,implicative,NSIP_implicative
manage,VERB,convince,xcomp;purpcl,NSIP,implicative,NSIP_implicative
manage,VERB,decide,xcomp;purpcl,NSIP,implicative,NSIP_implicative
manage,VERB,develop,dobj,NSIP,implicative,NSIP_implicative
manage,VERB,elect,xcomp;purpcl,NSIP,implicative,NSIP_implicative
manage,VERB,enable,xcomp;purpcl,NSIP,implicative,NSIP_implicative
manage,VERB,face,dobj,NSIP,implicative,NSIP_implicative
manage,VERB,finish,xcomp;purpcl;dobj,NSIP,implicative,NSIP_implicative
manage,VERB,happen,ccomp,NSIP,implicative,NSIP_implicative
manage,VERB,hold,dobj,NSIP,implicative,NSIP_implicative
manage,VERB,keep,xcomp;purpcl,NSIP,implicative,NSIP_implicative
manage,VERB,launch,dobj,NSIP,implicative,NSIP_implicative
manage,VERB,lead,xcomp;purpcl,NSIP,implicative,NSIP_implicative
manage,VERB,let,ccomp,NSIP,implicative,NSIP_implicative
manage,VERB,manage,xcomp;purpcl,NSIP,implicative,NSIP_implicative
manage,VERB,name,xcomp;purpcl,NSIP,implicative,NSIP_implicative
manage,VERB,offer,dobj,NSIP,implicative,NSIP_implicative
manage,VERB,open,dobj,NSIP,implicative,NSIP_implicative
manage,VERB,remember,xcomp;purpcl,NSIP,implicative,NSIP_implicative
manage,VERB,result,prep;prep_in;ccomp,NSIP,implicative,NSIP_implicative
manage,VERB,spark,dobj,NSIP,implicative,NSIP_implicative
manage,VERB,start,xcomp;purpcl;dobj,NSIP,implicative,NSIP_implicative
manage,VERB,suffer,dobj,NSIP,implicative,NSIP_implicative
manage,VERB,turn,prep_out;ccomp,NSIP,implicative,NSIP_implicative
manage,NOUN,accomplishment,prep_of,NSIP,implicative,NSIP_implicative
manage,NOUN,achievement,prep_of,NSIP,implicative,NSIP_implicative
manage,NOUN,beginning,prep_of,NSIP,implicative,NSIP_implicative
manage,NOUN,close,prep_of;prep,NSIP,implicative,NSIP_implicative
manage,NOUN,closing,prep_of;prep,NSIP,implicative,NSIP_implicative
manage,NOUN,commitment,xcomp;purpcl;infmod;prep_to;prep,NSIP,implicative,NSIP_implicative
manage,NOUN,completion,prep_of,NSIP,implicative,NSIP_implicative
manage,NOUN,effect,prep_of,NSIP,implicative,NSIP_implicative
manage,NOUN,end,prep_of;prep,NSIP,implicative,NSIP_implicative
manage,NOUN,ending,prep_of;prep,NSIP,implicative,NSIP_implicative
manage,NOUN,opening,prep_of,NSIP,implicative,NSIP_implicative
manage,NOUN,outcome,prep_of,NSIP,implicative,NSIP_implicative
manage,NOUN,ratification,prep_of,NSIP,implicative,NSIP_implicative
manage,NOUN,result,prep_of,NSIP,implicative,NSIP_implicative
manage,ADJ,successful,prep_at;prep_in,NSIP,implicative,NSIP_implicative
manage,ADJ,TRUE,ccomp,NSIP,implicative,NSIP_implicative
possibility,VERB,chance,prep_of;prep,NSIP,epistemic_i,NSIP_epistemic_i
possibility,NOUN,chance,xcomp;purpcl;prep_to;infmod;prep_of;prep,NSIP,epistemic_i,NSIP_epistemic_i
possibility,NOUN,possibility,prep_of;xcomp;prep;purpcl;infmod,NSIP,epistemic_i,NSIP_epistemic_i
possibility,ADJ,able,xcomp,NSIP,epistemic_i,NSIP_epistemic_i
possibility,ADJ,possible,xcomp;ccomp,NSIP,epistemic_i,NSIP_epistemic_i
pretend,VERB,pretend,ccomp,SIP,presupposition,SIP_presupposition
pretend,VERB,purport,xcomp,SIP,presupposition,SIP_presupposition
probability,NOUN,encouragement,xcomp;prep_for;infmod;purpcl,NSIP,epistemic_i,NSIP_epistemic_i
probability,NOUN,likelihood,prep_of;ccomp,NSIP,epistemic_i,NSIP_epistemic_i
probability,NOUN,probability,ccomp,NSIP,epistemic_i,NSIP_epistemic_i
probability,ADJ,likely,xcomp;ccomp,NSIP,epistemic_i,NSIP_epistemic_i
probability,ADJ,probable,xcomp;ccomp,NSIP,epistemic_i,NSIP_epistemic_i
refuse,VERB,block,prep_from,NSIP,implicative,NSIP_implicative
refuse,VERB,decide,prep_against,NSIP,implicative,NSIP_implicative
refuse,VERB,decline,xcomp;purpcl,NSIP,implicative,NSIP_implicative
refuse,VERB,forbid,xcomp;purpcl;prep_from;prep,NSIP,implicative,NSIP_implicative
refuse,VERB,refuse,xcomp;purpcl,NSIP,implicative,NSIP_implicative
refuse,NOUN,prohibition,xcomp;purpcl;prep_from,NSIP,implicative,NSIP_implicative
say,VERB,according,according,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,accuse,prep_of,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,add,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,affirm,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,allege,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,answer,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,argue,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,assert,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,assume,dobj,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,attribute,xcomp;prep_to;prep_on,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,bet,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,brim,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,calculate,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,call,xcomp;purpcl;dobj,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,chant,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,charge,prep_with;ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,choose,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,cite,prep_as;dobj,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,claim,ccomp;dobj,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,complain,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,conclude,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,counter,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,decide,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,declare,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,defend,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,describe,prep_as,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,establish,dobj;ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,explain,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,express,dobj;ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,hold,dobj,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,indicate,ifcomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,indict,prep_as,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,insist,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,list,prep_as;prep,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,maintain,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,mention,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,object,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,observe,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,persuade,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,plead,acomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,publish,prep_as;ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,quote,prep_as;prep_at;prep,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,read,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,reason,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,refer,prep_as;prep,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,reply,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,report,prep_as;ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,say,xcomp;purpcl;advmod;ccomp;tmod,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,shout,xcomp;purpcl;ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,sigh,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,sign,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,sound,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,state,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,swear,xcomp;purpcl;ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,tell,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,term,dobj,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,testify,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,view,prep_as,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,write,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,VERB,yell,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,NOUN,accusation,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,NOUN,affirmation,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,NOUN,assertion,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,NOUN,belief,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,NOUN,call,dobj,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,NOUN,charge,prep_of;prep_with;ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,NOUN,claim,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,NOUN,complaint,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,NOUN,conclusion,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,NOUN,declaration,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,NOUN,news,prep_about;prep,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,NOUN,objection,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,NOUN,perception,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,NOUN,remark,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,NOUN,report,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,NOUN,sign,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,ADJ,alleged,infmod,SIP,opinion_reporting_i,SIP_opinion_reporting_i
say,ADJ,evident,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
skeptical,ADJ,skeptical,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
stop,VERB,accept,nsubjpass,NSIP,presupposition,NSIP_presupposition
stop,VERB,account,prep_for;prep;dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,adopt,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,appeal,prep_to;dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,approve,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,assume,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,avoid,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,bid,prep_for,NSIP,presupposition,NSIP_presupposition
stop,VERB,block,xcomp;purpcl;dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,break,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,challenge,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,continue,xcomp;purpcl;dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,control,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,cover,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,decline,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,deflect,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,design,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,destroy,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,devote,prep_to,NSIP,presupposition,NSIP_presupposition
stop,VERB,distort,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,ease,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,end,xcomp;purpcl;dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,expand,nsubjpass;dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,explore,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,extend,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,halt,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,handle,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,impose,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,improve,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,increase,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,keep,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,last,nsubj,NSIP,presupposition,NSIP_presupposition
stop,VERB,link,prep_to;xcomp;purpcl,NSIP,presupposition,NSIP_presupposition
stop,VERB,listen,prep_to;xcomp;purpcl,NSIP,presupposition,NSIP_presupposition
stop,VERB,maintain,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,meet,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,move,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,nullify,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,organize,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,price,prep_at,NSIP,presupposition,NSIP_presupposition
stop,VERB,protect,nsubjpass;dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,provide,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,rebut,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,refer,prep_to;xcomp,NSIP,presupposition,NSIP_presupposition
stop,VERB,reject,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,relate,prep_to,NSIP,presupposition,NSIP_presupposition
stop,VERB,remain,nsubj,NSIP,presupposition,NSIP_presupposition
stop,VERB,renounce,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,respond,prep_to;prep_close_to;,NSIP,presupposition,NSIP_presupposition
stop,VERB,resume,xcomp;purpcl;dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,settle,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,solve,nsubjpass;dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,staunch,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,stop,prep_from;dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,suspend,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,symbolize,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,thank,dobj,NSIP,presupposition,NSIP_presupposition
stop,VERB,withdraw,dobj,NSIP,presupposition,NSIP_presupposition
stop,NOUN,acquisition,prep_of,NSIP,presupposition,NSIP_presupposition
stop,NOUN,adoption,prep_of,NSIP,presupposition,NSIP_presupposition
stop,NOUN,anniversary,prep_of,NSIP,presupposition,NSIP_presupposition
stop,NOUN,approach,dobj,NSIP,presupposition,NSIP_presupposition
stop,NOUN,approval,prep_of,NSIP,presupposition,NSIP_presupposition
stop,NOUN,bid,prep_for,NSIP,presupposition,NSIP_presupposition
stop,NOUN,boost,prep_of;prep_from,NSIP,presupposition,NSIP_presupposition
stop,NOUN,break,prep_of,NSIP,presupposition,NSIP_presupposition
stop,NOUN,breakup,prep_of,NSIP,presupposition,NSIP_presupposition
stop,NOUN,cease,prep_of,NSIP,presupposition,NSIP_presupposition
stop,NOUN,challenge,prep_of,NSIP,presupposition,NSIP_presupposition
stop,NOUN,change,prep_of,NSIP,presupposition,NSIP_presupposition
stop,NOUN,compliance,prep_with,NSIP,presupposition,NSIP_presupposition
stop,NOUN,conversation,prep_about,NSIP,presupposition,NSIP_presupposition
stop,NOUN,coordination,prep_of,NSIP,presupposition,NSIP_presupposition
stop,NOUN,criticism,prep_of;prep,NSIP,presupposition,NSIP_presupposition
stop,NOUN,decline,prep_of,NSIP,presupposition,NSIP_presupposition
stop,NOUN,decrease,prep_of,NSIP,presupposition,NSIP_presupposition
stop,NOUN,destruction,prep_of,NSIP,presupposition,NSIP_presupposition
stop,NOUN,exploration,prep_of,NSIP,presupposition,NSIP_presupposition
stop,NOUN,extension,prep_of,NSIP,presupposition,NSIP_presupposition
stop,NOUN,fact,prep_of;ccomp,NSIP,presupposition,NSIP_presupposition
stop,NOUN,help,dobj,NSIP,presupposition,NSIP_presupposition
stop,NOUN,improvement,prep_of,NSIP,presupposition,NSIP_presupposition
stop,NOUN,increase,prep_of,NSIP,presupposition,NSIP_presupposition
stop,NOUN,reference,prep_to;xcomp;infmod,NSIP,presupposition,NSIP_presupposition
stop,NOUN,rejection,prep_of,NSIP,presupposition,NSIP_presupposition
stop,NOUN,responsibility,prep_of;prep_for,NSIP,presupposition,NSIP_presupposition
stop,NOUN,settlement,prep_of,NSIP,presupposition,NSIP_presupposition
stop,NOUN,thanks,prep_to,NSIP,presupposition,NSIP_presupposition
stop,NOUN,view,prep_of,NSIP,presupposition,NSIP_presupposition
stop,ADJ,compliant,prep_of,NSIP,presupposition,NSIP_presupposition
stop,ADJ,exciting,ccomp,NSIP,presupposition,NSIP_presupposition
stop,ADJ,glad,"xcomp;prep_with;purpcl;ccomp;prep_about,infmod;prep",NSIP,presupposition,NSIP_presupposition
stop,ADJ,interesting,nsubj,NSIP,presupposition,NSIP_presupposition
stop,ADJ,irrelevant,nsubj,NSIP,presupposition,NSIP_presupposition
stop,ADJ,obvious,xcomp;nsubj;ccomp,NSIP,presupposition,NSIP_presupposition
stop,ADJ,odd,xcomp;nsubj;ccomp,NSIP,presupposition,NSIP_presupposition
stop,ADJ,relevant,nsubj,NSIP,presupposition,NSIP_presupposition
stop,ADJ,responsible,prep_of;prep_for,NSIP,presupposition,NSIP_presupposition
stop,ADJ,sad,prep_about;prep_for;ccomp,NSIP,presupposition,NSIP_presupposition
stop,ADJ,significant,ccomp,NSIP,presupposition,NSIP_presupposition
stop,ADJ,sorry,prep_about;prep_for;ccomp,NSIP,presupposition,NSIP_presupposition
stop,ADJ,strange,xcomp;nsubj;ccomp,NSIP,presupposition,NSIP_presupposition
stop,ADJ,sure,prep_about,NSIP,presupposition,NSIP_presupposition
stop,ADJ,tragic,ccomp,NSIP,presupposition,NSIP_presupposition
stop,ADJ,unfortunate,xcomp;nsubj;ccomp,NSIP,presupposition,NSIP_presupposition
stop,ADJ,well-known,nsubj;ccomp,NSIP,presupposition,NSIP_presupposition
suggest,VERB,assume,ccomp,NSIP,epistemic_ii,NSIP_epistemic_ii
suggest,VERB,suggest,ccomp,NSIP,epistemic_ii,NSIP_epistemic_ii
suggest,NOUN,assumption,prep_of;ccomp,NSIP,epistemic_ii,NSIP_epistemic_ii
suggest,NOUN,suspicion,prep_of,NSIP,epistemic_ii,NSIP_epistemic_ii
suggest,ADJ,conceivable,ccomp,NSIP,epistemic_ii,NSIP_epistemic_ii
sure,VERB,mean,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
sure,ADJ,certain,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
sure,ADJ,sure,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
think,VERB,believe,purpcl;dobj;ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
think,VERB,consider,acomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
think,VERB,file,dobj,SIP,opinion_reporting_i,SIP_opinion_reporting_i
think,VERB,find,xcomp;purpcl,SIP,opinion_reporting_i,SIP_opinion_reporting_i
think,VERB,reckon,xcomp;purpcl;ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
think,VERB,see,prep_as;acomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
think,VERB,sees,dobj;ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
think,VERB,think,xcomp;purpcl;dobj;nsubjpass;ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
think,VERB,thought,purpcl;dobj;nsubjpass;ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
think,VERB,value,prep_at,SIP,opinion_reporting_i,SIP_opinion_reporting_i
think,VERB,view,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
think,NOUN,confidence,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
think,NOUN,thought,xcomp;purpcl;nsubjpass;prep_of;ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
think,NOUN,view,prep_as;ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
uncertainty,NOUN,uncertainty,prep_of;prep_about;ifcomp;ccomp,NSIP,epistemic_i,NSIP_epistemic_i
uncertainty,ADJ,uncertain,ifcomp;ccomp,NSIP,epistemic_i,NSIP_epistemic_i
unsure,VERB,dream,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
unsure,ADJ,unsure,ccomp,SIP,opinion_reporting_i,SIP_opinion_reporting_i
want,VERB,accept,xcomp,NSIP,projective,NSIP_projective
want,VERB,advocate,dobj,NSIP,projective,NSIP_projective
want,VERB,aim,prep_at,NSIP,projective,NSIP_projective
want,VERB,appeal,prep_for,NSIP,projective,NSIP_projective
want,VERB,ask,xcomp;purpcl,NSIP,projective,NSIP_projective
want,VERB,await,xcomp;purpcl;dobj,NSIP,projective,NSIP_projective
want,VERB,bid,xcomp;purpcl,NSIP,projective,NSIP_projective
want,VERB,call,xcomp;prep_for;prep,NSIP,projective,NSIP_projective
want,VERB,charge,prep_with,NSIP,projective,NSIP_projective
want,VERB,choose,ifcomp,NSIP,projective,NSIP_projective
want,VERB,compel,xcomp;purpcl,NSIP,projective,NSIP_projective
want,VERB,demand,ccomp;dobj,NSIP,projective,NSIP_projective
want,VERB,depend,prep_on;prep,NSIP,projective,NSIP_projective
want,VERB,deserve,xcomp;dobj;ccomp,NSIP,projective,NSIP_projective
want,VERB,design,xcomp;purpcl,NSIP,projective,NSIP_projective
want,VERB,determine,xcomp;purpcl,NSIP,projective,NSIP_projective
want,VERB,devote,purpcl;xcomp,NSIP,projective,NSIP_projective
want,VERB,encourage,xcomp;purpcl,NSIP,projective,NSIP_projective
want,VERB,enforce,prep_of;dobj,NSIP,projective,NSIP_projective
want,VERB,entitle,xcomp;purpcl,NSIP,projective,NSIP_projective
want,VERB,establish,xcomp;purpcl;dobj;ccomp,NSIP,projective,NSIP_projective
want,VERB,expect,xcomp;purpcl,NSIP,projective,NSIP_projective
want,VERB,fancy,xcomp;purpcl;dobj,NSIP,projective,NSIP_projective
want,VERB,favor,xcomp;dobj,NSIP,projective,NSIP_projective
want,VERB,hold,prep_for,NSIP,projective,NSIP_projective
want,VERB,hope,xcomp;purpcl;ccomp,NSIP,projective,NSIP_projective
want,VERB,invite,xcomp,NSIP,projective,NSIP_projective
want,VERB,lead,prep_to,NSIP,projective,NSIP_projective
want,VERB,like,prep_to;xcomp;purpcl,NSIP,projective,NSIP_projective
want,VERB,love,prep_to;xcomp;purpcl,NSIP,projective,NSIP_projective
want,VERB,need,xcomp;purpcl;infmod;dobj,NSIP,projective,NSIP_projective
want,VERB,negotiate,xcomp;prep_for;infmod;purpcl;dobj,NSIP,projective,NSIP_projective
want,VERB,offer,xcomp;purpcl,NSIP,projective,NSIP_projective
want,VERB,order,xcomp;purpcl;dobj,NSIP,projective,NSIP_projective
want,VERB,pay,xcomp;purpcl,NSIP,projective,NSIP_projective
want,VERB,permit,xcomp;purpcl;dobj,NSIP,projective,NSIP_projective
want,VERB,plan,xcomp;purpcl,NSIP,projective,NSIP_projective
want,VERB,pledge,xcomp;purpcl,NSIP,projective,NSIP_projective
want,VERB,poised,xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,VERB,prefer,xcomp;purpcl,NSIP,projective,NSIP_projective
want,VERB,prepare,xcomp,NSIP,projective,NSIP_projective
want,VERB,press,xcomp;purpcl,NSIP,projective,NSIP_projective
want,VERB,price,xcomp;purpcl,NSIP,projective,NSIP_projective
want,VERB,prohibit,xcomp;purpcl;dobj;prep_from;prep,NSIP,projective,NSIP_projective
want,VERB,propose,purpcl;xcomp;nsubjpass;dobj,NSIP,projective,NSIP_projective
want,VERB,protect,purpcl;xcomp,NSIP,projective,NSIP_projective
want,VERB,provide,ccomp,NSIP,projective,NSIP_projective
want,VERB,request,dobj,NSIP,projective,NSIP_projective
want,VERB,require,ccomp;dobj,NSIP,projective,NSIP_projective
want,VERB,schedule,xcomp;prep_for,NSIP,projective,NSIP_projective
want,VERB,search,xcomp;prep_for;purpcl,NSIP,projective,NSIP_projective
want,VERB,seek,xcomp;purpcl;prep_for;dobj,NSIP,projective,NSIP_projective
want,VERB,sell,xcomp;purpcl,NSIP,projective,NSIP_projective
want,VERB,sense,xcomp;purpcl,NSIP,projective,NSIP_projective
want,VERB,set,xcomp;purpcl;prep_for,NSIP,projective,NSIP_projective
want,VERB,sign,xcomp;purpcl,NSIP,projective,NSIP_projective
want,VERB,suggest,xcomp;purpcl,NSIP,projective,NSIP_projective
want,VERB,target,prep_for;dobj,NSIP,projective,NSIP_projective
want,VERB,threaten,xcomp;purpcl;prep_with;prep,NSIP,projective,NSIP_projective
want,VERB,urge,xcomp;purpcl,NSIP,projective,NSIP_projective
want,VERB,vote,xcomp;purpcl,NSIP,projective,NSIP_projective
want,VERB,vow,xcomp;purpcl,NSIP,projective,NSIP_projective
want,VERB,wait,xcomp;purpcl,NSIP,projective,NSIP_projective
want,VERB,want,xcomp;purpcl;prep_for,NSIP,projective,NSIP_projective
want,VERB,wish,xcomp;purpcl;ccomp,NSIP,projective,NSIP_projective
want,VERB,work,xcomp;purpcl,NSIP,projective,NSIP_projective
want,NOUN,ability,xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,NOUN,access,xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,NOUN,agreement,xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,NOUN,approach,prep_to;prep_for,NSIP,projective,NSIP_projective
want,NOUN,argument,xcomp;prep_for;purpcl,NSIP,projective,NSIP_projective
want,NOUN,authorization,xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,NOUN,bid,xcomp;infmod;purpcl,NSIP,projective,NSIP_projective
want,NOUN,call,xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,NOUN,charge,prep_of,NSIP,projective,NSIP_projective
want,NOUN,clearance,xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,NOUN,conversation,xcomp,NSIP,projective,NSIP_projective
want,NOUN,decision,xcomp;purpcl;infmod,NSIP,projective,NSIP_projective
want,NOUN,delay,prep_of,NSIP,projective,NSIP_projective
want,NOUN,demand,prep_of;ccomp,NSIP,projective,NSIP_projective
want,NOUN,desire,prep_of;xcomp;purpcl,NSIP,projective,NSIP_projective
